STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,AUX_OBS_STATUS,Aux observation status,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,BASE_PER,Base year,DECIMALS,Decimals
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,KOR,Korea,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2003,,6.806528073,,D,Definition differs,E,Estimated value,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,KOR,Korea,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2002,,6.383484423,,D,Definition differs,E,Estimated value,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,KOR,Korea,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2001,,6.307837563,,D,Definition differs,E,Estimated value,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,KOR,Korea,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2000,,5.118333622,,D,Definition differs,E,Estimated value,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2024,,2500.444628,,P,Provisional value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2023,,2354.317656,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2022,,2209.287154,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2021,,2066.308988,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2020,,1890.239089,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2019,,1787.312607,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2018,,1502.460966,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2017,,1345.119161,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2016,,1226.297864,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2015,,1121.833537,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2014,,1064.837255,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2013,,1017.854407,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2012,,964.7139562,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2011,,889.8074973,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2010,,821.2186913,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2009,,754.8318351,,B,Time series break,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2008,,733.7373858,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2007,,680.7648839,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2006,,642.5230429,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2005,,594.086449,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2004,,583.6504622,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2003,,569.4951183,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2002,,576.3463694,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2001,,585.3106902,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BEL,Belgium,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2000,,538.1495407,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2023,,1733124.311,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2022,,1737215.748,,B,Time series break,D,Definition differs,E,Estimated value,S2,Unrevised breakdown not adding to the revised total,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2021,,1720605.198,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2020,,1603719.494,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2019,,1522511.957,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2018,,1492662.631,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2017,,1375872.441,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2016,,1322490.987,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2015,,1330563.423,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2014,,1307592.79,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2013,,1263439.86,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2012,,1228441.665,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2011,,1226207.789,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2010,,1179797.447,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2009,,1237417.197,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2008,,1184920.124,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2007,,1134243.395,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2006,,1136722.504,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2005,,1113573.546,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2004,,1124381.346,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2003,,1155171.308,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2002,,1084335.935,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2001,,1061303.332,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,2000,,1039061.874,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,USA,United States,A,Annual,T_RS,Researchers,FTE,Full time equivalent unit,_Z,Not applicable,_Z,Not applicable,1999,,1027231.632,,E,Estimated value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2024,,2438.775425,,P,Provisional value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2023,,2374.061629,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2022,,2261.241675,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2021,,1913.203802,,P,Provisional value,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2020,,1859.275404,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2019,,1760.162106,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2018,,1704.892696,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2017,,1622.60459,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2016,,1607.323028,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2015,,1498.591384,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2014,,1395.924797,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2013,,1388.425337,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2012,,1335.908536,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2011,,1307.609066,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2010,,1254.143303,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2009,,1232.900845,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2008,,1145.023395,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2007,,981.5406123,,B,Time series break,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2006,,897.0344145,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2005,,817.4723428,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2004,,796.9753585,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2003,,773.9475569,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2002,,748.116945,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,2001,,684.6395148,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,DNK,Denmark,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP_PS,"US dollars per person, PPP converted",_Z,Not applicable,_Z,Not applicable,1999,,567.234569,,,,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BGR,Bulgaria,A,Annual,T_RS,Researchers,PS,Persons,_Z,Not applicable,_Z,Not applicable,2023,,23489,,D,Definition differs,,,,,,,,,0,Units,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,BGR,Bulgaria,A,Annual,T_RS,Researchers,PS,Persons,_Z,Not applicable,_Z,Not applicable,2022,,24350,,,,,,,,,,,,0,Units,,,0,Zero
